Id,Name,Ratings,Price,Original_Price,Discount_Element,Annual_Power_Usage,Room_Size,Warranty
863,LG 1 Ton 5 Star Split Dual Inverter AC  - White,N/A,"55,799","59,999",7%, 521.2 kWh,90,1 Year Warranty on Product
864,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.2 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",4.1,"54,500","57,500",5%, 865.48 kWh, 91 - 110 ,1 Year Warranty on Product and 10 Years Warranty on Compressor from Blue Star
865,IFB 7 Stage Air Treatment 1 Ton 3 Star Split Inverter PM 0.3 Filter Silver Series AC  - White,3.8,"40,490",N/A,N/A, 732.29 kWh,90,1 year warranty on product + 5 years on ODU PCB
866,O General 1.5 Ton Split Inverter AC  - White,N/A,"73,740","74,740",1%, 111 - 150 sqft,,
867,"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with ...",4.2,"54,999","74,990",26%, 968.04 kWh, 111 - 150 ,1 Year Warranty on Product
868,Godrej 1.5 Ton 3 Star Split AC  - White,4.1,"40,000","46,900",14%, 1137.94 kWh, 111 - 150 ,1 Year on Product and Condenser Coil Warranty and 5 Years on Compressor Warranty from Godrej
869,Whirlpool Convertible 4-in-1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter 6th Sense Technology AC ...,4,"61,999","64,999",4%, 1015.5 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor
870,LG 1.5 Ton 3 Star Split Inverter 5 in 1 Convertible AC  - White,4.1,"55,990",N/A,N/A, 1740 kWh, 111 - 150 ,10 Years on Compressor with free gas recharge*
871,Lloyd 2023 Model 1.5 Ton 4 Star Split Inverter AC  - White,4.1,"54,890","63,990",14%, 863.15 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
872,Lloyd 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,4,"29,990","45,990",34%, 571.99 kWh,90,1 Year Comprehensive Warranty on Product and 10 Years on Compressor
873,CARRIER Convertible 6-in-1 Cooling 2023 Model 1.2 Ton 5 Star Split AI Flexicool Inverter Dual Filtrati...,3.9,"66,590",N/A,N/A, 612.82 kWh, 91 - 110 ,1 Year Warranty on Product
874,Blue Star Convertible 4-in-1 Cooling 1.2 Ton 3 Star Split Inverter AC  - White,4,"55,889","59,999",6%, 915.04 kWh, 91 - 110 ,1 Year on Product and 10 Years Warranty on Compressor
875,Panasonic 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,4.1,"42,999","54,999",21%, 676.37 kWh,90,1 Year Comprehensive Warranty
876,"LG Super Convertible 5-in-1 Cooling 2023 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with...",4.1,"44,572","57,990",23%, 642.26 kWh,90,1 Year Warranty on Product
877,Voltas 2 in 1 Convertible Cooling 1.6 Ton 3 Star Split Inverter AC  - White,4.2,"67,999","68,990",1%, 960 kWh, 151 - 200 ,1 Year on Product and 5 Years on Compressor from Voltas
878,CARRIER 1.2 Ton 5 Star Split Inverter AC  - White,3.9,"66,590",N/A,N/A, 612.82 kWh, 91 - 110 ,1 Year Warranty on Product and 10 Years on Compressor
879,"IFB FastCool Convertible 8-in-1 Cooling, 2023 Model 1.6 Ton 3 Star Split Inverter Smart Ready, 7 Stage...",3.8,"43,400","60,000",27%, 1083.54 kWh, 151 - 200 ,1 Year Warranty on Product
880,O General 2 Ton 5 Star Split Inverter AC  - White,N/A,"78,000","90,000",13%, 823.65 kWh, 151 - 200 ,1 Year Comprehensive Warranty on AC and 10 Years on Compressor From O-General
881,Daikin 1.8 Ton Split Inverter AC  - White,N/A,"66,999","80,000",16%, 151 - 200 sqft,,
882,LG 2 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,N/A,"58,300","70,000",16%, 1220.4 W, 151 - 200 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
883,LG 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,N/A,"51,400","85,000",39%, 744.99 W, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
884,"Hitachi 2 Ton 5 Star Split Inverter AC  - White, Gold",3.5,"65,500","79,000",17%, 1456 kWh, 151 - 200 ,1 Year Warranty on Product and 5 Years on Compressor
885,LG 1 Ton 3 Star Split Inverter AC  - White,N/A,"38,999","67,000",41%, 642.26 W,90,1 Year Warranty on Product and 5 Years Warranty on Compressor
886,O General 2 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,N/A,"67,000","80,000",16%, 1432.1 W, 151 - 200 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
887,Daikin 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,N/A,"58,600",N/A,N/A, 989.31 W, 111 - 150 ,1 Year Warranty on Product
